source,bucket,provider_type,name,address,area,lat,lng,phone,website,rating,reviews,hours_json,pet_policy,unclaimed_on_google,external_source,external_id
serpapi,provider,shop,Perrolandia Saavedra,"Valdenegro 4315, C1430 Cdad. Autónoma de Buenos Aires, Argentina","Saavedra, CABA",-34.5548833,-58.494895,+54 9 11 5022-7206,https://www.instagram.com/perrolandia_saavedra/,5,55,"{""jueves"": ""Abierto las 24 horas"", ""viernes"": ""Abierto las 24 horas"", ""sábado"": ""Abierto las 24 horas"", ""domingo"": ""Abierto las 24 horas"", ""lunes"": ""Abierto las 24 horas"", ""martes"": ""Abierto las 24 horas"", ""miércoles"": ""Abierto las 24 horas""}",,,serpapi_gmaps,0x95bcb7cbf7ed53ab:0xe757c0765359dfa0
serpapi,provider,shop,"Guarderia y Peluqueria Canina, Foxy","Francisco N. de Laprida 4300, B1603 Villa Martelli, Provincia de Buenos Aires, Argentina","Saavedra, CABA",-34.5506354,-58.5099789,+54 11 3428-5020,https://wa.me/541134285020/?text=Hola!%20Quisiera%20informaci%C3%B3n%20sobre%20la%20Guarderia%EF%BF%BD%EF%BF%BD,4.8,38,"{""jueves"": ""7 a.m.–8 p.m."", ""viernes"": ""7 a.m.–8 p.m."", ""sábado"": ""10 a.m.–8 p.m."", ""domingo"": ""10 a.m.–8 p.m."", ""lunes"": ""7 a.m.–8 p.m."", ""martes"": ""7 a.m.–8 p.m."", ""miércoles"": ""7 a.m.–8 p.m.""}",,,serpapi_gmaps,0x95bcb720c16199bb:0xe348bd063554db64
serpapi,provider,shop,GUARDERIA CANINA y PASEOS SAAVEDRA,"Correa 4449, C1430 Cdad. Autónoma de Buenos Aires, Argentina","Saavedra, CABA",-34.553422,-58.493032199999995,+54 11 3300-2712,https://www.instagram.com/casitadeperros_/?hl=es,5,12,"{""jueves"": ""Abierto las 24 horas"", ""viernes"": ""Abierto las 24 horas"", ""sábado"": ""Abierto las 24 horas"", ""domingo"": ""Abierto las 24 horas"", ""lunes"": ""Abierto las 24 horas"", ""martes"": ""Abierto las 24 horas"", ""miércoles"": ""Abierto las 24 horas""}",,True,serpapi_gmaps,0x95bcb70020c32c71:0xcd323a5f20daf38f
serpapi,provider,shop,RF Dog Hotel,"Deheza 4275, C1430 CVA, Cdad. Autónoma de Buenos Aires, Argentina","Saavedra, CABA",-34.549016,-58.491355,+54 11 6459-2882,https://rfdoghotel.com.ar/,4.6,124,"{""jueves"": ""10 a.m.–8 p.m."", ""viernes"": ""10 a.m.–8 p.m."", ""sábado"": ""10 a.m.–12 p.m."", ""domingo"": ""7:30–8:30 p.m."", ""lunes"": ""10 a.m.–8 p.m."", ""martes"": ""10 a.m.–8 p.m."", ""miércoles"": ""10 a.m.–8 p.m.""}",,,serpapi_gmaps,0x95bcb6c1fefc4151:0xb5376b4bf218a5db
serpapi,provider,shop,Los Cuzquitos Salon de belleza canina y Pet Shop,"Washington 3100, C1430 Cdad. Autónoma de Buenos Aires, Argentina","Saavedra, CABA",-34.5606046,-58.4771953,+54 11 5955-4179,https://www.facebook.com/Lavadero-y-Pet-Shop-Cuzquitos-110535974192795,4.3,30,"{""jueves"": ""10 a.m.–7:30 p.m."", ""viernes"": ""10 a.m.–7:30 p.m."", ""sábado"": ""10 a.m.–2 p.m."", ""domingo"": ""Cerrado"", ""lunes"": ""10 a.m.–7:30 p.m."", ""martes"": ""10 a.m.–7:30 p.m."", ""miércoles"": ""10 a.m.–7:30 p.m.""}",,,serpapi_gmaps,0x95bcb1358160fa21:0x3dc31606dfe9398d
serpapi,provider,groomer,PawCo,"Severo García Grande de Zequeira 7388, C1440 Cdad. Autónoma de Buenos Aires, Argentina","Mataderos, CABA",-34.659479499999996,-58.5147426,+54 11 6257-0534,https://instagram.com/pawco_esteticacanina?igshid=1ksu7i4p87lbz,4.8,94,"{""jueves"": ""10 a.m.–8 p.m."", ""viernes"": ""10 a.m.–8 p.m."", ""sábado"": ""10 a.m.–6 p.m."", ""domingo"": ""Cerrado"", ""lunes"": ""Cerrado"", ""martes"": ""10 a.m.–8 p.m."", ""miércoles"": ""10 a.m.–8 p.m.""}",,,serpapi_gmaps,0x95bcc9a32ed95df3:0xcfaa31f527d44094
serpapi,provider,groomer,Peluquería Canina Hocico Barbado,"Av. Juan Bautista Alberdi 5373, C1440AAE C1440AAR, Cdad. Autónoma de Buenos Aires, Argentina","Mataderos, CABA",-34.6479382,-58.498734899999995,+54 11 4682-9098,,4.2,48,"{""jueves"": ""9:30 a.m.–2 p.m., 4:30–8 p.m."", ""viernes"": ""9:30 a.m.–2 p.m., 4:30–8 p.m."", ""sábado"": ""9:30 a.m.–12 p.m."", ""domingo"": ""Cerrado"", ""lunes"": ""Cerrado"", ""martes"": ""9:30 a.m.–2 p.m., 4:30–8 p.m."", ""miércoles"": ""9:30 a.m.–2 p.m., 4:30–8 p.m.""}",,True,serpapi_gmaps,0x95bcc9a8ed0cb3c3:0x7c4a8f97fd01b15
serpapi,provider,groomer,Estética Canina Mostachos,"Av. Larrazábal 627, C1408HEF Cdad. Autónoma de Buenos Aires, Argentina","Mataderos, CABA",-34.6455458,-58.5097034,+54 11 4642-2549,,4.8,80,"{""jueves"": ""10 a.m.–1 p.m., 4–8 p.m."", ""viernes"": ""10 a.m.–1 p.m., 4–8 p.m."", ""sábado"": ""Cerrado"", ""domingo"": ""Cerrado"", ""lunes"": ""10 a.m.–1 p.m., 4–8 p.m."", ""martes"": ""10 a.m.–1 p.m., 4–8 p.m."", ""miércoles"": ""10 a.m.–1 p.m., 4–8 p.m.""}",,True,serpapi_gmaps,0x95bcc852bf3989cb:0x7a17b81aacdebf0
serpapi,provider,groomer,Narices Frías peluquería canina,"San Pedro 6702, C1440BEF C1440BEF, Cdad. Autónoma de Buenos Aires, Argentina","Mataderos, CABA",-34.6656055,-58.499851299999996,,,4.6,10,{},,True,serpapi_gmaps,0x95bcc9425fe7db57:0xc95e2dd900918653
serpapi,provider,groomer,Salon Mon Ami,"Manuel Artigas 6406, C1440BSB Cdad. Autónoma de Buenos Aires, Argentina","Mataderos, CABA",-34.6538233,-58.5069459,+54 11 3326-9143,,4.7,13,"{""jueves"": ""8:30 a.m.–7 p.m."", ""viernes"": ""8:30 a.m.–7 p.m."", ""sábado"": ""9 a.m.–1 p.m."", ""domingo"": ""Cerrado"", ""lunes"": ""Cerrado"", ""martes"": ""8:30 a.m.–7 p.m."", ""miércoles"": ""8:30 a.m.–7 p.m.""}",,True,serpapi_gmaps,0x95bcc931a189dee7:0x8107be2e47d343d1
serpapi,provider,shop,“Pelos” Peluquería canina,"Severo García Grande de Zequeira 5579, C1440BTE Cdad. Autónoma de Buenos Aires, Argentina","Mataderos, CABA",-34.646293799999995,-58.5012975,+54 11 3818-3813,,5,3,"{""jueves"": ""9 a.m.–6 p.m."", ""viernes"": ""9 a.m.–6 p.m."", ""sábado"": ""10 a.m.–6 p.m."", ""domingo"": ""Cerrado"", ""lunes"": ""Cerrado"", ""martes"": ""10 a.m.–6 p.m."", ""miércoles"": ""10 a.m.–6 p.m.""}",,True,serpapi_gmaps,0x95bcc90067216ae9:0x67460ef522c77e2a
serpapi,provider,groomer,PEDIGUAU PET SHOP Y PELUQUERÍA CANINA,"Av. Emilio Castro 6019, C1440 Cdad. Autónoma de Buenos Aires, Argentina","Mataderos, CABA",-34.6477241,-58.5069193,+54 11 3482-1443,https://pediguau.com.ar/,4.7,61,"{""jueves"": ""10 a.m.–7:30 p.m."", ""viernes"": ""10 a.m.–7:30 p.m."", ""sábado"": ""10 a.m.–2 p.m."", ""domingo"": ""Cerrado"", ""lunes"": ""10 a.m.–7:30 p.m."", ""martes"": ""10 a.m.–7:30 p.m."", ""miércoles"": ""10 a.m.–7:30 p.m.""}",,,serpapi_gmaps,0x95bcc91909ca2801:0xd45e3453aeab78d1
serpapi,provider,groomer,Pelupatitas_Estilocanino,"Miralla 2379, C1440 Cdad. Autónoma de Buenos Aires, Argentina","Mataderos, CABA",-34.6606047,-58.4852985,+54 9 11 2557-0770,,5,35,"{""jueves"": ""8 a.m.–6 p.m."", ""viernes"": ""8 a.m.–6 p.m."", ""sábado"": ""8 a.m.–6 p.m."", ""domingo"": ""Cerrado"", ""lunes"": ""8 a.m.–6 p.m."", ""martes"": ""8 a.m.–6 p.m."", ""miércoles"": ""8 a.m.–6 p.m.""}",,,serpapi_gmaps,0x6a74da48604223ff:0x236381d20a5fc5bb
serpapi,provider,shop,Peluqueria Canina a Domicilio,"Molina 1550, C1440FCB Cdad. Autónoma de Buenos Aires, Argentina","Mataderos, CABA",-34.6554903,-58.520844999999994,+54 11 5496-0813,,5,21,{},,True,serpapi_gmaps,0x95bcb700070a4f33:0x3cb73825490fe27d
serpapi,provider,shop,Peluqueria canina,"Pizarro 6213, C1440 BZU, Cdad. Autónoma de Buenos Aires, Argentina","Mataderos, CABA",-34.6495524,-58.508571399999994,,,5,1,"{""jueves"": ""9 a.m.–8 p.m."", ""viernes"": ""9 a.m.–8 p.m."", ""sábado"": ""9 a.m.–8 p.m."", ""domingo"": ""10:30 a.m.–12:30 p.m."", ""lunes"": ""9 a.m.–8 p.m."", ""martes"": ""9 a.m.–8 p.m."", ""miércoles"": ""9 a.m.–8 p.m.""}",,True,serpapi_gmaps,0x95bcc9f09e190ed1:0xf3c4c76ef61cda9b
serpapi,provider,shop,Guarderia De Pelos,"Av. Eva Perón 5863, C1439 Cdad. Autónoma de Buenos Aires, Argentina","Mataderos, CABA",-34.6630584,-58.4885348,+54 11 3396-6620,http://www.facebook.com/hogardepelos,4.6,8,"{""jueves"": ""8 a.m.–7 p.m."", ""viernes"": ""8 a.m.–7 p.m."", ""sábado"": ""8 a.m.–7 p.m."", ""domingo"": ""8 a.m.–7 p.m."", ""lunes"": ""8 a.m.–7 p.m."", ""martes"": ""8 a.m.–7 p.m."", ""miércoles"": ""8 a.m.–7 p.m.""}",,,serpapi_gmaps,0x95bcc913d084fb7f:0xf6d76d1d458912cc
serpapi,provider,shop,Mainitas Peluqueria Canina,"1408, Montiel 1307, C1408 FWA, Cdad. Autónoma de Buenos Aires, Argentina","Mataderos, CABA",-34.6533222,-58.5232222,+54 11 5989-2040,,5,20,"{""jueves"": ""9:15 a.m.–8 p.m."", ""viernes"": ""9:15 a.m.–8 p.m."", ""sábado"": ""9:15 a.m.–2 p.m."", ""domingo"": ""Cerrado"", ""lunes"": ""9:15 a.m.–8 p.m."", ""martes"": ""9:15 a.m.–8 p.m."", ""miércoles"": ""9:15 a.m.–8 p.m.""}",,,serpapi_gmaps,0x95bcc9e1660d6267:0x6342c0c422a2ab93
serpapi,provider,shop,Pet shop Ciro's * baño y peluquería canina*,"Av. Juan Bautista Alberdi 7341, C1440 ABL, Cdad. Autónoma de Buenos Aires, Argentina","Mataderos, CABA",-34.6610868,-58.5161756,+54 11 2639-6523,,4.4,13,"{""jueves"": ""10 a.m.–7:30 p.m."", ""viernes"": ""10 a.m.–7:30 p.m."", ""sábado"": ""10 a.m.–8 p.m."", ""domingo"": ""Cerrado"", ""lunes"": ""10 a.m.–7:30 p.m."", ""martes"": ""10 a.m.–7:30 p.m."", ""miércoles"": ""10 a.m.–7:30 p.m.""}",,,serpapi_gmaps,0x95bcc9b37abbe781:0x86a282e16e7cac70
serpapi,provider,shop,PeluqueriaCanina VeroTello,"Dr. Horacio Casco 4753, C1439 Cdad. Autónoma de Buenos Aires, Argentina","Mataderos, CABA",-34.6622921,-58.4771734,,,4.9,38,"{""jueves"": ""10 a.m.–7 p.m."", ""viernes"": ""10 a.m.–7 p.m."", ""sábado"": ""10 a.m.–3 p.m."", ""domingo"": ""Cerrado"", ""lunes"": ""Cerrado"", ""martes"": ""10 a.m.–7 p.m."", ""miércoles"": ""10 a.m.–7 p.m.""}",,,serpapi_gmaps,0x95bcc97c916a00e3:0xb0bbde54ae66613a
serpapi,provider,shop,Peluditos,"Pola 2385, C1440 Cdad. Autónoma de Buenos Aires, Argentina","Mataderos, CABA",-34.6602574,-58.487268199999995,+54 11 5108-7886,,5,1,"{""jueves"": ""10 a.m.–10 p.m."", ""viernes"": ""10 a.m.–10 p.m."", ""sábado"": ""10 a.m.–10:30 p.m."", ""domingo"": ""10 a.m.–10 p.m."", ""lunes"": ""Abierto las 24 horas"", ""martes"": ""10 a.m.–10 p.m."", ""miércoles"": ""10 a.m.–10 p.m.""}",,,serpapi_gmaps,0x95bcc953aa397df7:0xb2cdff03e9328f1b
serpapi,provider,shop,PET SHOP PITUKOS,"Av. Escalada 601, C1407 LDM, Cdad. Autónoma de Buenos Aires, Argentina","Mataderos, CABA",-34.643543699999995,-58.497100499999995,+54 11 4684-2114,,4.2,216,"{""jueves"": ""7 a.m.–6 p.m."", ""viernes"": ""7 a.m.–6 p.m."", ""sábado"": ""7 a.m.–6 p.m."", ""domingo"": ""Cerrado"", ""lunes"": ""7 a.m.–6 p.m."", ""martes"": ""7 a.m.–6 p.m."", ""miércoles"": ""7 a.m.–6 p.m.""}",,True,serpapi_gmaps,0x95bcc9a58733672d:0x67543f3ed68be83b
serpapi,provider,groomer,Splashcan peluquería canina,"Diag. Tucumán 999, B1640 San Isidro, Provincia de Buenos Aires, Argentina","San Isidro, Buenos Aires",-34.4948492,-58.512164,+54 11 6350-7577,https://www.instagram.com/splash.can/,4.8,56,"{""jueves"": ""10 a.m.–8 p.m."", ""viernes"": ""10 a.m.–8 p.m."", ""sábado"": ""10 a.m.–8 p.m."", ""domingo"": ""Cerrado"", ""lunes"": ""Cerrado"", ""martes"": ""10 a.m.–8 p.m."", ""miércoles"": ""10 a.m.–8 p.m.""}",,,serpapi_gmaps,0x95bcb1dbcc7575c1:0x48771be650caa486
serpapi,provider,groomer,Pelucan,"Blanco Encalada 60, B1609 San Isidro, Provincia de Buenos Aires, Argentina","San Isidro, Buenos Aires",-34.4938834,-58.552130899999995,+54 11 6730-5961,,5,29,"{""jueves"": ""9 a.m.–5 p.m."", ""viernes"": ""9 a.m.–5 p.m."", ""sábado"": ""9 a.m.–2 p.m."", ""domingo"": ""Cerrado"", ""lunes"": ""9 a.m.–5 p.m."", ""martes"": ""9 a.m.–5 p.m."", ""miércoles"": ""9 a.m.–5 p.m.""}",,,serpapi_gmaps,0x95bcb1100e430faf:0xfd3afe129962417d
serpapi,provider,shop,Pet Love Baño y peluquería canina,"Cosme Beccar 409, B1642 San Isidro, Provincia de Buenos Aires, Argentina","San Isidro, Buenos Aires",-34.4705666,-58.514387199999994,+54 9 11 6138-7970,,4,4,"{""jueves"": ""Abierto las 24 horas"", ""viernes"": ""Abierto las 24 horas"", ""sábado"": ""Abierto las 24 horas"", ""domingo"": ""Cerrado"", ""lunes"": ""Abierto las 24 horas"", ""martes"": ""Abierto las 24 horas"", ""miércoles"": ""Abierto las 24 horas""}",,,serpapi_gmaps,0x95bcb10046a393f5:0x11f599b714916aa2
serpapi,provider,shop,PANDYS GUARDERIA CANINA (personalizada) BAÑOS y PASEOS CANINOS,"el bajo, EDG Buenos Aires AR, Estanislao Díaz 1005, B1642 San Isidro, Argentina","San Isidro, Buenos Aires",-34.461992699999996,-58.5090955,+54 11 7142-4331,,4.9,12,"{""jueves"": ""8 a.m.–9:30 p.m."", ""viernes"": ""8 a.m.–9:30 p.m."", ""sábado"": ""8 a.m.–9:30 p.m."", ""domingo"": ""8 a.m.–9:30 p.m."", ""lunes"": ""8 a.m.–9:30 p.m."", ""martes"": ""8 a.m.–9:30 p.m."", ""miércoles"": ""8 a.m.–9:30 p.m.""}",,,serpapi_gmaps,0x95bcb1002c093ed3:0x524bc0e8d9506900
serpapi,provider,groomer,Perro Al Agua,"Av. de Mayo 624, B1607DCT Villa Adelina, Provincia de Buenos Aires, Argentina","San Isidro, Buenos Aires",-34.514122199999996,-58.541636499999996,+54 11 2736-0510,https://www.instagram.com/perro_al_agua/,4.7,317,"{""jueves"": ""9 a.m.–1 p.m., 4–8 p.m."", ""viernes"": ""9 a.m.–1 p.m., 4–8 p.m."", ""sábado"": ""9 a.m.–2 p.m., 5–7 p.m."", ""domingo"": ""Cerrado"", ""lunes"": ""9 a.m.–1 p.m., 4–8 p.m."", ""martes"": ""9 a.m.–1 p.m., 4–8 p.m."", ""miércoles"": ""9 a.m.–1 p.m., 4–8 p.m.""}",,,serpapi_gmaps,0x95bcb08fc397676b:0xeaf1c80b846b7ee6
serpapi,provider,groomer,Dazzi - Peluquería Canina Holistica,"Juan B. Justo 428, B1643 Beccar, Provincia de Buenos Aires, Argentina","San Isidro, Buenos Aires",-34.462205,-58.5317156,+54 11 6510-6701,https://instagram.com/dazzipeluqueriacaninaholistica?igshid=MTk0NTkyODZkYg==,5,67,"{""jueves"": ""8:30–11 a.m."", ""viernes"": ""8:30 a.m.–6 p.m."", ""sábado"": ""9 a.m.–7 p.m."", ""domingo"": ""Cerrado"", ""lunes"": ""8:30 a.m.–6 p.m."", ""martes"": ""8:30–11 a.m."", ""miércoles"": ""Cerrado""}",,,serpapi_gmaps,0x95bcb19aa68b09eb:0xcfb2a38c6e9d959b
serpapi,provider,groomer,"Peluqueria Canina ""Mis peques""","José Ingenieros 2875, B1643FRE Beccar, Provincia de Buenos Aires, Argentina","San Isidro, Buenos Aires",-34.4745741,-58.555317699999996,+54 11 3209-5342,,4.5,36,"{""jueves"": ""10 a.m.–7 p.m."", ""viernes"": ""10 a.m.–7 p.m."", ""sábado"": ""10 a.m.–7 p.m."", ""domingo"": ""Cerrado"", ""lunes"": ""10 a.m.–7 p.m."", ""martes"": ""10 a.m.–7 p.m."", ""miércoles"": ""10 a.m.–7 p.m.""}",,True,serpapi_gmaps,0x95bcbaa9cfb37305:0x62d87350782a8106
serpapi,provider,groomer,"""Mascotta"" Peluqueria Canina & Pet Shop","Av. Sucre 1683, B1642AFE San Isidro, Provincia de Buenos Aires, Argentina","San Isidro, Buenos Aires",-34.4830332,-58.5555585,+54 11 2650-5865,https://www.facebook.com/PeluqueriaMascotta,4.4,7,"{""jueves"": ""9:30 a.m.–5 p.m."", ""viernes"": ""9:30 a.m.–5 p.m."", ""sábado"": ""9:30 a.m.–5 p.m."", ""domingo"": ""Cerrado"", ""lunes"": ""9:30 a.m.–5 p.m."", ""martes"": ""9:30 a.m.–5 p.m."", ""miércoles"": ""9:30 a.m.–5 p.m.""}",,,serpapi_gmaps,0x95bcbbdaaae79965:0x8996498c56700498
serpapi,provider,shop,Canes Martínez - Guardería y Estética Canina Profesional,"Monseñor Larumbe 1750, B1640 Martínez, Provincia de Buenos Aires, Argentina","San Isidro, Buenos Aires",-34.4979255,-58.5218114,+54 11 7059-4602,http://www.instagram.com/canesmartinrz,4.9,50,{},,,serpapi_gmaps,0x95bcb17128e4d369:0x8184da80f4c4af95
serpapi,provider,shop,Perros de Martinez Estetica y peluqueria Canina y Felina,"Edison 212, B1640FPD Martínez, Provincia de Buenos Aires, Argentina","San Isidro, Buenos Aires",-34.493984499999996,-58.500997999999996,+54 11 6718-1368,http://perrosdemartinez.com/,4.9,351,"{""jueves"": ""9 a.m.–6 p.m."", ""viernes"": ""9 a.m.–6 p.m."", ""sábado"": ""Cerrado"", ""domingo"": ""1–4 p.m."", ""lunes"": ""Cerrado"", ""martes"": ""9 a.m.–6 p.m."", ""miércoles"": ""9 a.m.–6 p.m.""}",,,serpapi_gmaps,0x95bcb1e3c938935f:0xb3eb1be2a5e4491
serpapi,provider,shop,Guarderia Canina Pincho,"Thames 1865, B1609 San Isidro, Provincia de Buenos Aires, Argentina","San Isidro, Buenos Aires",-34.51016,-58.556649199999995,+54 11 5727-6921,,4.7,30,"{""jueves"": ""8 a.m.–8 p.m."", ""viernes"": ""8 a.m.–8 p.m."", ""sábado"": ""8 a.m.–8 p.m."", ""domingo"": ""8 a.m.–8 p.m."", ""lunes"": ""8 a.m.–8 p.m."", ""martes"": ""8 a.m.–8 p.m."", ""miércoles"": ""8 a.m.–8 p.m.""}",,,serpapi_gmaps,0x95bcba7fa8832e45:0xd303f9c69209d60c
serpapi,provider,shop,Solcitos Chic Salón de Belleza Canino,"Ayacucho 58, B1643 Beccar, Provincia de Buenos Aires, Argentina","San Isidro, Buenos Aires",-34.4601016,-58.527719899999994,+54 11 2607-5858,,4.3,29,"{""jueves"": ""8:30 a.m.–1:30 p.m., 3:30–8:30 p.m."", ""viernes"": ""8:30 a.m.–1:30 p.m., 3:30–8:30 p.m."", ""sábado"": ""8:30 a.m.–8:30 p.m."", ""domingo"": ""Cerrado"", ""lunes"": ""8:30 a.m.–1:30 p.m., 3:30–8:30 p.m."", ""martes"": ""8:30 a.m.–1:30 p.m., 3:30–8:30 p.m."", ""miércoles"": ""8:30 a.m.–1:30 p.m., 3:30–8:30 p.m.""}",,,serpapi_gmaps,0x95bcb020994497d1:0x1ca73311a36c162
serpapi,provider,shop,Las Lunas - Oficina,"Av. Andrés Rolón 100, B1642 San Isidro, Provincia de Buenos Aires, Argentina","San Isidro, Buenos Aires",-34.4812534,-58.528355999999995,+54 9 11 5096-8576,https://www.las-lunas.com.ar/,5,2,"{""jueves"": ""8 a.m.–5 p.m."", ""viernes"": ""8 a.m.–5 p.m."", ""sábado"": ""Cerrado"", ""domingo"": ""Cerrado"", ""lunes"": ""8 a.m.–5 p.m."", ""martes"": ""8 a.m.–5 p.m."", ""miércoles"": ""8 a.m.–5 p.m.""}",,,serpapi_gmaps,0x95bcb1f12ef8f6d9:0xde855bf6d08d05bf
serpapi,provider,groomer,Spa Lovely Pets,"Maestra Vicenta Ravello 2136, B1609 Boulogne, Provincia de Buenos Aires, Argentina","San Isidro, Buenos Aires",-34.4929475,-58.586810799999995,+54 11 3809-7441,https://www.instagram.com/spalovelypets?igsh=Ym04Y3EyZ2Y1YmN4,5,116,"{""jueves"": ""9 a.m.–7 p.m."", ""viernes"": ""9 a.m.–7 p.m."", ""sábado"": ""9 a.m.–5 p.m."", ""domingo"": ""Cerrado"", ""lunes"": ""9 a.m.–7 p.m."", ""martes"": ""9 a.m.–7 p.m."", ""miércoles"": ""9 a.m.–7 p.m.""}",,,serpapi_gmaps,0x95bcbb9da2a63b47:0x26c41987481c2d1c
serpapi,provider,groomer,Floridacan,"AGC, Nicolás Avellaneda 207, B1602 Vicente López, Cdad. Autónoma de Buenos Aires, Argentina","Vicente Lopez, Buenos Aires",-34.5366579,-58.478409,+54 11 5859-5535,,4.7,27,"{""jueves"": ""9:30 a.m.–6 p.m."", ""viernes"": ""9:30 a.m.–6 p.m."", ""sábado"": ""9:30 a.m.–6 p.m."", ""domingo"": ""Cerrado"", ""lunes"": ""Cerrado"", ""martes"": ""9:30 a.m.–6 p.m."", ""miércoles"": ""9:30 a.m.–6 p.m.""}",,,serpapi_gmaps,0x95bcb6ba6a3be459:0x5ecfd0a381a982c8
serpapi,provider,groomer,Q`Chulos Peluqueria Canina,"Pasaje Gertrudis, Medeiros 2754, B1602 Vicente López, Provincia de Buenos Aires, Argentina","Vicente Lopez, Buenos Aires",-34.5300796,-58.4998736,+54 11 3315-2949,,4.9,40,"{""jueves"": ""Cerrado"", ""viernes"": ""10 a.m.–6 p.m."", ""sábado"": ""10 a.m.–2:30 p.m."", ""domingo"": ""Cerrado"", ""lunes"": ""1:30–6 p.m."", ""martes"": ""10 a.m.–3 p.m."", ""miércoles"": ""2–6 p.m.""}",,,serpapi_gmaps,0x95bcb1d1a1422cb7:0x6bf13257904e0d0d
serpapi,provider,groomer,Star Can,"Juan Bautista Alberdi 1472, B1636AAG, B1636FPN Olivos, Provincia de Buenos Aires, Argentina","Vicente Lopez, Buenos Aires",-34.5104277,-58.490441499999996,+54 11 3390-6238,,4.6,242,"{""jueves"": ""9 a.m.–8 p.m."", ""viernes"": ""9 a.m.–8 p.m."", ""sábado"": ""9 a.m.–8 p.m."", ""domingo"": ""Cerrado"", ""lunes"": ""9 a.m.–8 p.m."", ""martes"": ""9 a.m.–8 p.m."", ""miércoles"": ""9 a.m.–8 p.m.""}",,True,serpapi_gmaps,0x95bcb13e6bfcbc17:0x53a93811448d6ba9
serpapi,provider,shop,Peladoras y Esquiladoras,"Adolfo Alsina 888, B1638 Vicente López, Provincia de Buenos Aires, Argentina","Vicente Lopez, Buenos Aires",-34.5312307,-58.4709085,+54 800-888-2219,,4.8,71,"{""jueves"": ""9 a.m.–6 p.m."", ""viernes"": ""9 a.m.–6 p.m."", ""sábado"": ""10 a.m.–1 p.m."", ""domingo"": ""Cerrado"", ""lunes"": ""9 a.m.–6 p.m."", ""martes"": ""9 a.m.–6 p.m."", ""miércoles"": ""9 a.m.–6 p.m.""}",,,serpapi_gmaps,0x95bcb6af04ba5763:0x207214cf7ff9c8d3
serpapi,provider,groomer,Global Pets Florida,"Carlos Francisco Melo 2715, B1602CXA Florida, Provincia de Buenos Aires, Argentina","Vicente Lopez, Buenos Aires",-34.5363095,-58.4950993,+54 9 11 6790-4622,http://www.facebook.com/globalpets1,4.7,54,"{""jueves"": ""9 a.m.–1 p.m., 3:30–8 p.m."", ""viernes"": ""9 a.m.–1 p.m., 3:30–8 p.m."", ""sábado"": ""9 a.m.–2 p.m."", ""domingo"": ""Cerrado"", ""lunes"": ""9 a.m.–1 p.m., 3:30–8 p.m."", ""martes"": ""9 a.m.–1 p.m., 3:30–8 p.m."", ""miércoles"": ""9 a.m.–1 p.m., 3:30–8 p.m.""}",,,serpapi_gmaps,0x95bcb6cf5c6572ed:0xcd9d6ade6e9ecf59
serpapi,provider,shop,Agropyme SRL,"Adolfo Alsina, República 888, B1638 Vicente López, Provincia de Buenos Aires, Argentina","Vicente Lopez, Buenos Aires",-34.5311987,-58.470763399999996,+54 11 5263-7573,http://www.agropyme.com.ar/,4.8,1625,"{""jueves"": ""9 a.m.–1 p.m., 2–5 p.m."", ""viernes"": ""9 a.m.–1 p.m., 2–5 p.m."", ""sábado"": ""10 a.m.–1 p.m."", ""domingo"": ""Cerrado"", ""lunes"": ""9 a.m.–1 p.m., 2–5 p.m."", ""martes"": ""9 a.m.–1 p.m., 2–5 p.m."", ""miércoles"": ""9 a.m.–1 p.m., 2–5 p.m.""}",,,serpapi_gmaps,0x95bccb824782fa0f:0xfd7c7d7c372ef02
serpapi,provider,groomer,Estilo Mascota - Peluquería Canina,"Carlos Villate 3226, B1636 Olivos, Provincia de Buenos Aires, Argentina","Vicente Lopez, Buenos Aires",-34.5249671,-58.506180799999996,+54 11 3058-7044,http://www.instagram.com/estilomascotapelu,4.7,269,"{""jueves"": ""9 a.m.–5 p.m."", ""viernes"": ""9 a.m.–5 p.m."", ""sábado"": ""9 a.m.–2 p.m."", ""domingo"": ""Cerrado"", ""lunes"": ""Cerrado"", ""martes"": ""9 a.m.–5 p.m."", ""miércoles"": ""9 a.m.–5 p.m.""}",,,serpapi_gmaps,0x95bcb1e2788cc429:0x42a1c327b1c534af
serpapi,provider,shop,ESCUELA CANINA Leonardo Tiscornia SUCURSAL VICENTE LOPEZ.,"BGD, Av. del Libertador 1717, B1638 Vicente López, Provincia de Buenos Aires, Argentina","Vicente Lopez, Buenos Aires",-34.517381,-58.4755627,+54 9 11 4145-5614,http://www.entrenamientodeperros.com/,4.9,89,"{""jueves"": ""9 a.m.–7 p.m."", ""viernes"": ""9 a.m.–7 p.m."", ""sábado"": ""9 a.m.–3 p.m."", ""domingo"": ""Cerrado"", ""lunes"": ""9 a.m.–7 p.m."", ""martes"": ""9 a.m.–7 p.m."", ""miércoles"": ""9 a.m.–7 p.m.""}",,,serpapi_gmaps,0x95bcb1d05442f1c7:0x5078a28e05a5817f
